manifest_version,item_id,lighting_type,classification_basis,verification_status,source,source_group,catalog,canonical_category_zh,name_en,name_zh,width_cm,depth_cm,height_cm,glb_url,thumbnail_url,image_url_side,image_url_angle_45,object_key,checksum,checksum_algo,license,style_primary,style_secondary
1.0,abo-desks-77-amazon-brand-stone-beam-ceramic-geometric-cut-out-table-desk-lamp-with-led-light-bulb-18-3-h-white,table,分類「檯燈」,verified,abo,non-IKEA,abo_furniture,檯燈,"Amazon Brand – Stone & Beam Ceramic Geometric Cut-Out Table Desk Lamp With LED Light Bulb, 18.3""H, White","Stone & Beam 陶瓷幾何鏤空檯燈帶 LED 燈泡, ALT180600",31.00,31.00,50.20,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-desks-77-amazon-brand-stone-beam-ceramic-geometric-cut-out-table-desk-lamp-with-led-light-bulb-18-3-h-white.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-tables-and-desks/ABO-desks/abo-desks-77-amazon-brand-stone-beam-ceramic-geometric-cut-out-table-desk-lamp-with-led-light-bulb-18-3-h-white.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-tables-and-desks/ABO-desks/abo-desks-77-amazon-brand-stone-beam-ceramic-geometric-cut-out-table-desk-lamp-with-led-light-bulb-18-3-h-white.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-tables-and-desks/ABO-desks/abo-desks-77-amazon-brand-stone-beam-ceramic-geometric-cut-out-table-desk-lamp-with-led-light-bulb-18-3-h-white.png,models/abo/furniture/abo-desks-77-amazon-brand-stone-beam-ceramic-geometric-cut-out-table-desk-lamp-with-led-light-bulb-18-3-h-white.glb,8417b503c762ce766dc4457f050041af,s3-etag,catalog-origin,minimalist,contemporary
1.0,abo-desks-78-amazon-brand-stone-beam-modern-arc-table-desk-lamp-with-light-bulb-and-linen-shade-9-x-9-x-20-5-inches-black-and-brushed-brass,table,分類「檯燈」,verified,abo,non-IKEA,abo_furniture,檯燈,"Amazon Brand – Stone & Beam Modern Arc Table Desk Lamp with Light Bulb and Linen Shade - 9 x 9 x 20.5 Inches, Black and Brushed Brass",Stone & Beam 現代弧形檯燈帶燈泡和亞麻燈罩 - 22.86 x 22.86 x 52.07 釐米，黑色和拉絲黃銅,22.90,22.90,52.00,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-desks-78-amazon-brand-stone-beam-modern-arc-table-desk-lamp-with-light-bulb-and-linen-shade-9-x-9-x-20-5-inches-black-and-brushed-brass.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-tables-and-desks/ABO-desks/abo-desks-78-amazon-brand-stone-beam-modern-arc-table-desk-lamp-with-light-bulb-and-linen-shade-9-x-9-x-20-5-inches-black-and-brushed-brass.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-tables-and-desks/ABO-desks/abo-desks-78-amazon-brand-stone-beam-modern-arc-table-desk-lamp-with-light-bulb-and-linen-shade-9-x-9-x-20-5-inches-black-and-brushed-brass.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-tables-and-desks/ABO-desks/abo-desks-78-amazon-brand-stone-beam-modern-arc-table-desk-lamp-with-light-bulb-and-linen-shade-9-x-9-x-20-5-inches-black-and-brushed-brass.png,models/abo/furniture/abo-desks-78-amazon-brand-stone-beam-modern-arc-table-desk-lamp-with-light-bulb-and-linen-shade-9-x-9-x-20-5-inches-black-and-brushed-brass.glb,c90c7e95e6cd614f780af9682f3fab0b,s3-etag,catalog-origin,modern,minimalist
1.0,abo-desks-81-amazon-brand-rivet-gold-bedside-table-desk-lamp-with-light-bulb-18-inches-linen-shade,table,分類「檯燈」,verified,abo,non-IKEA,abo_furniture,檯燈,"Amazon Brand – Rivet Gold Bedside Table Desk Lamp with Light Bulb - 18 Inches, Linen Shade",Amazon 品牌 - 鉚釘金色床頭檯燈帶燈泡 - 45.72 釐米，亞麻燈罩,25.30,25.20,45.80,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-desks-81-amazon-brand-rivet-gold-bedside-table-desk-lamp-with-light-bulb-18-inches-linen-shade.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-tables-and-desks/ABO-desks/abo-desks-81-amazon-brand-rivet-gold-bedside-table-desk-lamp-with-light-bulb-18-inches-linen-shade.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-tables-and-desks/ABO-desks/abo-desks-81-amazon-brand-rivet-gold-bedside-table-desk-lamp-with-light-bulb-18-inches-linen-shade.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-tables-and-desks/ABO-desks/abo-desks-81-amazon-brand-rivet-gold-bedside-table-desk-lamp-with-light-bulb-18-inches-linen-shade.png,models/abo/furniture/abo-desks-81-amazon-brand-rivet-gold-bedside-table-desk-lamp-with-light-bulb-18-inches-linen-shade.glb,484c095b075946b9e504c7b04d98b04d,s3-etag,catalog-origin,mid_century,scandi_luxe
1.0,abo-desks-84-stone-beam-walters-vintage-task-table-desk-lamp-with-led-light-bulb-7-6-x-10-x-19-9-inches-green,table,分類「檯燈」,verified,abo,non-IKEA,abo_furniture,檯燈,"Stone & Beam Walters Vintage Task Table Desk Lamp With LED Light Bulb - 7.6 x 10 x 19.9 Inches, Green","書桌與電腦桌 - Stone & Beam Walters Vintage Task Table Desk Lamp With LED Light Bulb - 7.6 x 10 x 19.9 Inches, Green",19.30,25.40,50.50,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-desks-84-stone-beam-walters-vintage-task-table-desk-lamp-with-led-light-bulb-7-6-x-10-x-19-9-inches-green.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-tables-and-desks/ABO-desks/abo-desks-84-stone-beam-walters-vintage-task-table-desk-lamp-with-led-light-bulb-7-6-x-10-x-19-9-inches-green.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-tables-and-desks/ABO-desks/abo-desks-84-stone-beam-walters-vintage-task-table-desk-lamp-with-led-light-bulb-7-6-x-10-x-19-9-inches-green.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-tables-and-desks/ABO-desks/abo-desks-84-stone-beam-walters-vintage-task-table-desk-lamp-with-led-light-bulb-7-6-x-10-x-19-9-inches-green.png,models/abo/furniture/abo-desks-84-stone-beam-walters-vintage-task-table-desk-lamp-with-led-light-bulb-7-6-x-10-x-19-9-inches-green.glb,362419befefe5a6922d95d9eb7c695ba,s3-etag,catalog-origin,industrial,mid_century
1.0,abo-desks-85-amazon-brand-rivet-contemporary-table-desk-lamp-with-led-light-bulb-22-5-h-satin-gold-finish,table,分類「檯燈」,verified,abo,non-IKEA,abo_furniture,檯燈,"Amazon Brand – Rivet Contemporary Table Desk Lamp with LED Light Bulb, 22.5""H, Satin Gold Finish","Amazon Brand – Rivet 現代檯燈帶 LED 燈泡,57.9 cm 高,緞金色表面",28.60,28.30,41.00,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-desks-85-amazon-brand-rivet-contemporary-table-desk-lamp-with-led-light-bulb-22-5-h-satin-gold-finish.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-tables-and-desks/ABO-desks/abo-desks-85-amazon-brand-rivet-contemporary-table-desk-lamp-with-led-light-bulb-22-5-h-satin-gold-finish.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-tables-and-desks/ABO-desks/abo-desks-85-amazon-brand-rivet-contemporary-table-desk-lamp-with-led-light-bulb-22-5-h-satin-gold-finish.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-tables-and-desks/ABO-desks/abo-desks-85-amazon-brand-rivet-contemporary-table-desk-lamp-with-led-light-bulb-22-5-h-satin-gold-finish.png,models/abo/furniture/abo-desks-85-amazon-brand-rivet-contemporary-table-desk-lamp-with-led-light-bulb-22-5-h-satin-gold-finish.glb,f1eb966ef18dcd498e1dca4e6d11f44a,s3-etag,catalog-origin,modern,minimalist
1.0,abo-desks-93-amazon-brand-stone-beam-modern-adjustable-wall-mount-sconce-fixture-with-light-bulb-7-5-x-19-x-12-5-inches-matte-black,wall,分類「壁燈」,verified,abo,non-IKEA,abo_furniture,壁燈,"Amazon Brand – Stone & Beam Modern Adjustable Wall Mount Sconce Fixture With Light Bulb - 7.5 x 19 x 12.5 Inches, Matte Black","IWF582A01BK-T - 石光和光束壁燈 MBK, IWF723A01BK",19.00,48.30,31.70,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-desks-93-amazon-brand-stone-beam-modern-adjustable-wall-mount-sconce-fixture-with-light-bulb-7-5-x-19-x-12-5-inches-matte-black.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-tables-and-desks/ABO-desks/abo-desks-93-amazon-brand-stone-beam-modern-adjustable-wall-mount-sconce-fixture-with-light-bulb-7-5-x-19-x-12-5-inches-matte-black.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-tables-and-desks/ABO-desks/abo-desks-93-amazon-brand-stone-beam-modern-adjustable-wall-mount-sconce-fixture-with-light-bulb-7-5-x-19-x-12-5-inches-matte-black.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-tables-and-desks/ABO-desks/abo-desks-93-amazon-brand-stone-beam-modern-adjustable-wall-mount-sconce-fixture-with-light-bulb-7-5-x-19-x-12-5-inches-matte-black.png,models/abo/furniture/abo-desks-93-amazon-brand-stone-beam-modern-adjustable-wall-mount-sconce-fixture-with-light-bulb-7-5-x-19-x-12-5-inches-matte-black.glb,d6373203d0ec240f59c951ef4d9ae7a7,s3-etag,catalog-origin,industrial,modern
1.0,abo-desks-97-amazon-brand-stone-beam-modern-bedroom-table-desk-lamp-with-light-bulb-8-x-8-x-20-5-inches-wood-grain,table,分類「檯燈」,verified,abo,non-IKEA,abo_furniture,檯燈,"Amazon Brand – Stone & Beam Modern Bedroom Table Desk Lamp With Light Bulb - 8 x 8 x 20.5 Inches, Wood Grain","Stone & Beam Canarm 檯燈, 棕色, ALT0316052, 9watts",24.40,24.40,53.60,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-desks-97-amazon-brand-stone-beam-modern-bedroom-table-desk-lamp-with-light-bulb-8-x-8-x-20-5-inches-wood-grain.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-tables-and-desks/ABO-desks/abo-desks-97-amazon-brand-stone-beam-modern-bedroom-table-desk-lamp-with-light-bulb-8-x-8-x-20-5-inches-wood-grain.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-tables-and-desks/ABO-desks/abo-desks-97-amazon-brand-stone-beam-modern-bedroom-table-desk-lamp-with-light-bulb-8-x-8-x-20-5-inches-wood-grain.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-tables-and-desks/ABO-desks/abo-desks-97-amazon-brand-stone-beam-modern-bedroom-table-desk-lamp-with-light-bulb-8-x-8-x-20-5-inches-wood-grain.png,models/abo/furniture/abo-desks-97-amazon-brand-stone-beam-modern-bedroom-table-desk-lamp-with-light-bulb-8-x-8-x-20-5-inches-wood-grain.glb,08ba072d9e74135f3488fe542577bb18,s3-etag,catalog-origin,mid_century,minimalist
1.0,abo-dining-tables-17-rivet-mid-century-modern-rubberwood-living-room-table-lamp-with-light-bulb-19-inches-black-with-linen-white-shade,table,分類「檯燈」,verified,abo,non-IKEA,abo_furniture,檯燈,"Rivet Mid Century Modern Rubberwood Living Room Table Lamp With Light Bulb - 19 Inches, Black with Linen White Shade","餐桌 - Rivet Mid Century Modern Rubberwood Living Room Table Lamp With Light Bulb - 19 Inches, Black with Linen White Shade",24.00,24.00,48.20,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-dining-tables-17-rivet-mid-century-modern-rubberwood-living-room-table-lamp-with-light-bulb-19-inches-black-with-linen-white-shade.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-tables-and-desks/ABO-dining-tables/abo-dining-tables-17-rivet-mid-century-modern-rubberwood-living-room-table-lamp-with-light-bulb-19-inches-black-with-linen-white-shade.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-tables-and-desks/ABO-dining-tables/abo-dining-tables-17-rivet-mid-century-modern-rubberwood-living-room-table-lamp-with-light-bulb-19-inches-black-with-linen-white-shade.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-tables-and-desks/ABO-dining-tables/abo-dining-tables-17-rivet-mid-century-modern-rubberwood-living-room-table-lamp-with-light-bulb-19-inches-black-with-linen-white-shade.png,models/abo/furniture/abo-dining-tables-17-rivet-mid-century-modern-rubberwood-living-room-table-lamp-with-light-bulb-19-inches-black-with-linen-white-shade.glb,29a715895982f62e3a4abb9846f5dea5,s3-etag,catalog-origin,mid_century,modern
1.0,abo-dining-tables-20-amazon-brand-rivet-scandinavian-single-light-blonde-wood-adjustable-pendant-led-bulb-included-7-180-h-white,pendant,VLM 描述,verified,abo,non-IKEA,abo_furniture,餐桌,"Amazon Brand – Rivet Scandinavian Single-Light Blonde-Wood Adjustable Pendant, LED Bulb Included, 7""–180""H, White","餐桌 - Amazon Brand – Rivet Scandinavian Single-Light Blonde-Wood Adjustable Pendant, LED Bulb Included, 7""–180""H, White",15.30,15.30,96.60,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-dining-tables-20-amazon-brand-rivet-scandinavian-single-light-blonde-wood-adjustable-pendant-led-bulb-included-7-180-h-white.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-tables-and-desks/ABO-dining-tables/abo-dining-tables-20-amazon-brand-rivet-scandinavian-single-light-blonde-wood-adjustable-pendant-led-bulb-included-7-180-h-white.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-tables-and-desks/ABO-dining-tables/abo-dining-tables-20-amazon-brand-rivet-scandinavian-single-light-blonde-wood-adjustable-pendant-led-bulb-included-7-180-h-white.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-tables-and-desks/ABO-dining-tables/abo-dining-tables-20-amazon-brand-rivet-scandinavian-single-light-blonde-wood-adjustable-pendant-led-bulb-included-7-180-h-white.png,models/abo/furniture/abo-dining-tables-20-amazon-brand-rivet-scandinavian-single-light-blonde-wood-adjustable-pendant-led-bulb-included-7-180-h-white.glb,c4983fc40339ec0407160dbe7c4cc210,s3-etag,catalog-origin,nordic,minimalist
1.0,abo-dining-tables-27-amazon-brand-ravenna-home-classic-integrated-led-pendant-light-bulbs-included-adjustable-18-72-h-brushed-nickel,pendant,VLM 描述,verified,abo,non-IKEA,abo_furniture,餐桌,"Amazon Brand – Ravenna Home Classic Integrated LED Pendant Light, Bulbs Included, Adjustable 18-72""H, Brushed Nickel","Ravenna Home Classic 整合 LED 吊燈，包括燈泡, 21929-000",42.20,31.40,43.80,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-dining-tables-27-amazon-brand-ravenna-home-classic-integrated-led-pendant-light-bulbs-included-adjustable-18-72-h-brushed-nickel.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-tables-and-desks/ABO-dining-tables/abo-dining-tables-27-amazon-brand-ravenna-home-classic-integrated-led-pendant-light-bulbs-included-adjustable-18-72-h-brushed-nickel.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-tables-and-desks/ABO-dining-tables/abo-dining-tables-27-amazon-brand-ravenna-home-classic-integrated-led-pendant-light-bulbs-included-adjustable-18-72-h-brushed-nickel.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-tables-and-desks/ABO-dining-tables/abo-dining-tables-27-amazon-brand-ravenna-home-classic-integrated-led-pendant-light-bulbs-included-adjustable-18-72-h-brushed-nickel.png,models/abo/furniture/abo-dining-tables-27-amazon-brand-ravenna-home-classic-integrated-led-pendant-light-bulbs-included-adjustable-18-72-h-brushed-nickel.glb,6815b24c72877e67b6ef77251b1eba23,s3-etag,catalog-origin,contemporary,mid_century
1.0,abo-dining-tables-36-amazon-brand-ravenna-home-classic-integrated-led-pendant-light-bulbs-included-adjustable-18-72-h-dark-bronze,pendant,VLM 描述,verified,abo,non-IKEA,abo_furniture,餐桌,"Amazon Brand – Ravenna Home Classic Integrated LED Pendant Light, Bulbs Included, Adjustable 18-72""H, Dark Bronze","Amazon Brand – Ravenna Home 經典整合LED吊燈,包括燈泡,可調節18-72英寸(約45.7-182.8釐米)高,深古銅色",42.20,31.40,43.80,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-dining-tables-36-amazon-brand-ravenna-home-classic-integrated-led-pendant-light-bulbs-included-adjustable-18-72-h-dark-bronze.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-tables-and-desks/ABO-dining-tables/abo-dining-tables-36-amazon-brand-ravenna-home-classic-integrated-led-pendant-light-bulbs-included-adjustable-18-72-h-dark-bronze.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-tables-and-desks/ABO-dining-tables/abo-dining-tables-36-amazon-brand-ravenna-home-classic-integrated-led-pendant-light-bulbs-included-adjustable-18-72-h-dark-bronze.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-tables-and-desks/ABO-dining-tables/abo-dining-tables-36-amazon-brand-ravenna-home-classic-integrated-led-pendant-light-bulbs-included-adjustable-18-72-h-dark-bronze.png,models/abo/furniture/abo-dining-tables-36-amazon-brand-ravenna-home-classic-integrated-led-pendant-light-bulbs-included-adjustable-18-72-h-dark-bronze.glb,dc100cd268eaf846b9f0f82b74636a22,s3-etag,catalog-origin,industrial,contemporary
1.0,abo-dining-tables-76-amazon-brand-stone-beam-industrial-chandelier-with-bulbs-adjustable-35-5-47-5-h-oil-rubbed-bronze,pendant,VLM 描述,verified,abo,non-IKEA,abo_furniture,餐桌,"Amazon Brand – Stone & Beam Industrial Chandelier With Bulbs, Adjustable 35.5""-47.5""H, Oil-Rubbed Bronze",STONE & 梁工業吊燈含燈泡90.2 - 120.7 cm 高油麵青銅,50.10,50.10,117.00,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-dining-tables-76-amazon-brand-stone-beam-industrial-chandelier-with-bulbs-adjustable-35-5-47-5-h-oil-rubbed-bronze.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-tables-and-desks/ABO-dining-tables/abo-dining-tables-76-amazon-brand-stone-beam-industrial-chandelier-with-bulbs-adjustable-35-5-47-5-h-oil-rubbed-bronze.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-tables-and-desks/ABO-dining-tables/abo-dining-tables-76-amazon-brand-stone-beam-industrial-chandelier-with-bulbs-adjustable-35-5-47-5-h-oil-rubbed-bronze.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-tables-and-desks/ABO-dining-tables/abo-dining-tables-76-amazon-brand-stone-beam-industrial-chandelier-with-bulbs-adjustable-35-5-47-5-h-oil-rubbed-bronze.png,models/abo/furniture/abo-dining-tables-76-amazon-brand-stone-beam-industrial-chandelier-with-bulbs-adjustable-35-5-47-5-h-oil-rubbed-bronze.glb,71fa93278a648622bda8fcc379ae2bff,s3-etag,catalog-origin,industrial,contemporary
1.0,abo-floor-lamps-01-amazon-brand-ravenna-home-traditional-metal-downbridge-floor-lamp-with-adjustable-shade-led-bulb-included-58-25-h-brushed-nickel,floor,分類「落地燈」,verified,abo,non-IKEA,abo_furniture,落地燈,"Amazon Brand – Ravenna Home Traditional Metal Downbridge Floor Lamp with Adjustable Shade, LED Bulb Included, 58.25""H, Brushed Nickel","落地燈 - Amazon Brand – Ravenna Home Traditional Metal Downbridge Floor Lamp with Adjustable Shade, LED Bulb Included, 58.25""H, Brushed Nickel",25.40,50.80,147.80,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-floor-lamps-01-amazon-brand-ravenna-home-traditional-metal-downbridge-floor-lamp-with-adjustable-shade-led-bulb-included-58-25-h-brushed-nickel.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-lighting/ABO-floor-lamps/abo-floor-lamps-01-amazon-brand-ravenna-home-traditional-metal-downbridge-floor-lamp-with-adjustable-shade-led-bulb-included-58-25-h-brushed-nickel.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-lighting/ABO-floor-lamps/abo-floor-lamps-01-amazon-brand-ravenna-home-traditional-metal-downbridge-floor-lamp-with-adjustable-shade-led-bulb-included-58-25-h-brushed-nickel.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-lighting/ABO-floor-lamps/abo-floor-lamps-01-amazon-brand-ravenna-home-traditional-metal-downbridge-floor-lamp-with-adjustable-shade-led-bulb-included-58-25-h-brushed-nickel.png,models/abo/furniture/abo-floor-lamps-01-amazon-brand-ravenna-home-traditional-metal-downbridge-floor-lamp-with-adjustable-shade-led-bulb-included-58-25-h-brushed-nickel.glb,e6a19c3c2902dc473dd70f8d2eebc207,s3-etag,catalog-origin,modern,contemporary
1.0,abo-floor-lamps-02-stone-beam-modern-led-task-floor-lamp-49-h-with-bulb-antique-brass,floor,分類「落地燈」,verified,abo,non-IKEA,abo_furniture,落地燈,"Stone & Beam Modern LED Task Floor Lamp, 49""H, With Bulb, Antique Brass","落地燈 - Stone & Beam Modern LED Task Floor Lamp, 49""H, With Bulb, Antique Brass",22.00,41.80,123.00,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-floor-lamps-02-stone-beam-modern-led-task-floor-lamp-49-h-with-bulb-antique-brass.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-lighting/ABO-floor-lamps/abo-floor-lamps-02-stone-beam-modern-led-task-floor-lamp-49-h-with-bulb-antique-brass.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-lighting/ABO-floor-lamps/abo-floor-lamps-02-stone-beam-modern-led-task-floor-lamp-49-h-with-bulb-antique-brass.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-lighting/ABO-floor-lamps/abo-floor-lamps-02-stone-beam-modern-led-task-floor-lamp-49-h-with-bulb-antique-brass.png,models/abo/furniture/abo-floor-lamps-02-stone-beam-modern-led-task-floor-lamp-49-h-with-bulb-antique-brass.glb,57c6984e9e8d4e5e4d73481fb37e0dd9,s3-etag,catalog-origin,modern,minimalist
1.0,abo-floor-lamps-03-iluminaci-n-moderna-stone-beam-l-mpara-de-pie-cepillado-inoxidable,floor,分類「落地燈」,verified,abo,non-IKEA,abo_furniture,落地燈,"Iluminación moderna Stone & Beam, Lámpara de pie, Cepillado inoxidable","落地燈 - Iluminación moderna Stone & Beam, Lámpara de pie, Cepillado inoxidable",22.20,42.10,125.00,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-floor-lamps-03-iluminaci-n-moderna-stone-beam-l-mpara-de-pie-cepillado-inoxidable.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-lighting/ABO-floor-lamps/abo-floor-lamps-03-iluminaci-n-moderna-stone-beam-l-mpara-de-pie-cepillado-inoxidable.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-lighting/ABO-floor-lamps/abo-floor-lamps-03-iluminaci-n-moderna-stone-beam-l-mpara-de-pie-cepillado-inoxidable.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-lighting/ABO-floor-lamps/abo-floor-lamps-03-iluminaci-n-moderna-stone-beam-l-mpara-de-pie-cepillado-inoxidable.png,models/abo/furniture/abo-floor-lamps-03-iluminaci-n-moderna-stone-beam-l-mpara-de-pie-cepillado-inoxidable.glb,f8045f490d71cc15beafb7bf8182c911,s3-etag,catalog-origin,modern,minimalist
1.0,abo-floor-lamps-04-amazon-brand-rivet-scandinavian-striped-floor-lamp-led-bulb-included-58-25-h-black-and-blond-wood,floor,分類「落地燈」,verified,abo,non-IKEA,abo_furniture,落地燈,"Amazon Brand – Rivet Scandinavian Striped Floor Lamp, LED Bulb Included, 58.25""H, Black and Blond Wood","落地燈 - Amazon Brand – Rivet Scandinavian Striped Floor Lamp, LED Bulb Included, 58.25""H, Black and Blond Wood",38.10,38.10,147.80,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-floor-lamps-04-amazon-brand-rivet-scandinavian-striped-floor-lamp-led-bulb-included-58-25-h-black-and-blond-wood.glb,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/front/ABO-lighting/ABO-floor-lamps/abo-floor-lamps-04-amazon-brand-rivet-scandinavian-striped-floor-lamp-led-bulb-included-58-25-h-black-and-blond-wood.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/side/ABO-lighting/ABO-floor-lamps/abo-floor-lamps-04-amazon-brand-rivet-scandinavian-striped-floor-lamp-led-bulb-included-58-25-h-black-and-blond-wood.png,https://ddgsm1yg3xikc.cloudfront.net/images/glb-three-view/abo/angle-45/ABO-lighting/ABO-floor-lamps/abo-floor-lamps-04-amazon-brand-rivet-scandinavian-striped-floor-lamp-led-bulb-included-58-25-h-black-and-blond-wood.png,models/abo/furniture/abo-floor-lamps-04-amazon-brand-rivet-scandinavian-striped-floor-lamp-led-bulb-included-58-25-h-black-and-blond-wood.glb,b16e533a5362eac2786a89364aba93e4,s3-etag,catalog-origin,nordic,minimalist
