item_id,name_en,name_zh,source,catalog,kind,role,current_category,type_code,canonical_category_zh,material,color,width_cm,depth_cm,height_cm,issues,object_key,glb_url,source_type_code,source_role_zh,role_code,materials,colors,dimension_review_status,is_active
abo-anti-slip-rug-underlays-50-ravenna-home-arabesque-rug-5-w-x-7-6-l-interlocking-circles-design,"Ravenna Home Arabesque Rug, 5'W x 7'6""L, Interlocking Circles Design","防滑墊與地毯襯墊 - Ravenna Home Arabesque Rug, 5'W x 7'6""L, Interlocking Circles Design",abo,abo_furniture,furniture,軟裝,地毯,rug,地毯,聚酯纖維,米色,229,152,1,possible_exact_product_duplicate,models/abo/furniture/abo-anti-slip-rug-underlays-50-ravenna-home-arabesque-rug-5-w-x-7-6-l-interlocking-circles-design.glb,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-anti-slip-rug-underlays-50-ravenna-home-arabesque-rug-5-w-x-7-6-l-interlocking-circles-design.glb,rug,軟裝,soft_furnishing,"[""聚酯纖維""]","[""米色""]",,true
abo-anti-slip-rug-underlays-55-amazon-brand-stone-beam-traditional-regal-adornment-rug-8-x-10-burgundy,"Amazon Brand – Stone & Beam Traditional Regal Adornment Rug, 8' x 10', Burgundy","Stone & Beam 傳統豪華裝飾小地毯, 灰石色, 酒紅色",abo,abo_furniture,furniture,軟裝,地毯,rug,地毯,石材,紅色,306,245,1,suspected_brand_to_material_error,models/abo/furniture/abo-anti-slip-rug-underlays-55-amazon-brand-stone-beam-traditional-regal-adornment-rug-8-x-10-burgundy.glb,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-anti-slip-rug-underlays-55-amazon-brand-stone-beam-traditional-regal-adornment-rug-8-x-10-burgundy.glb,rug,軟裝,soft_furnishing,[],"[""紅色""]",,true
abo-anti-slip-rug-underlays-60-ravenna-home-baron-rug-5-w-x-7-6-l-fine-lattice-design,"Ravenna Home Baron Rug, 5'W x 7'6""L, Fine Lattice Design","防滑墊與地毯襯墊 - Ravenna Home Baron Rug, 5'W x 7'6""L, Fine Lattice Design",abo,abo_furniture,furniture,軟裝,地毯,rug,地毯,聚酯纖維,,229,152,1,possible_exact_product_duplicate,models/abo/furniture/abo-anti-slip-rug-underlays-60-ravenna-home-baron-rug-5-w-x-7-6-l-fine-lattice-design.glb,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-anti-slip-rug-underlays-60-ravenna-home-baron-rug-5-w-x-7-6-l-fine-lattice-design.glb,rug,軟裝,soft_furnishing,"[""聚酯纖維""]",[],,true
abo-anti-slip-rug-underlays-63-amazon-brand-stone-beam-modern-global-bohemian-kilim-rug-5-x-8-foot-multicolor,"Amazon Brand – Stone & Beam Modern Global Bohemian Kilim Rug, 5 x 8 Foot, Multicolor","防滑墊與地毯襯墊 - Amazon Brand – Stone & Beam Modern Global Bohemian Kilim Rug, 5 x 8 Foot, Multicolor",abo,abo_furniture,furniture,軟裝,地毯,rug,地毯,石材,多色,245,178,5,suspected_brand_to_material_error,models/abo/furniture/abo-anti-slip-rug-underlays-63-amazon-brand-stone-beam-modern-global-bohemian-kilim-rug-5-x-8-foot-multicolor.glb,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-anti-slip-rug-underlays-63-amazon-brand-stone-beam-modern-global-bohemian-kilim-rug-5-x-8-foot-multicolor.glb,rug,軟裝,soft_furnishing,[],"[""多色""]",,true
abo-anti-slip-rug-underlays-64-ravenna-home-amore-rug-5-w-x-7-6-l-stylized-leaf-design,"Ravenna Home Amore Rug, 5'W x 7'6""L, Stylized Leaf Design","防滑墊與地毯襯墊 - Ravenna Home Amore Rug, 5'W x 7'6""L, Stylized Leaf Design",abo,abo_furniture,furniture,軟裝,地毯,rug,地毯,,,229,152,1,possible_exact_product_duplicate,models/abo/furniture/abo-anti-slip-rug-underlays-64-ravenna-home-amore-rug-5-w-x-7-6-l-stylized-leaf-design.glb,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-anti-slip-rug-underlays-64-ravenna-home-amore-rug-5-w-x-7-6-l-stylized-leaf-design.glb,rug,軟裝,soft_furnishing,[],[],,true
abo-anti-slip-rug-underlays-65-amazon-brand-stone-beam-traditional-opulence-rug-8-x-10-burgundy,"Amazon Brand – Stone & Beam Traditional Opulence Rug, 8' x 10', Burgundy","Stone & Beam 傳統多色區域地毯, 灰石色, 酒紅色",abo,abo_furniture,furniture,軟裝,地毯,rug,地毯,石材,紅色,306,245,1,suspected_brand_to_material_error,models/abo/furniture/abo-anti-slip-rug-underlays-65-amazon-brand-stone-beam-traditional-opulence-rug-8-x-10-burgundy.glb,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-anti-slip-rug-underlays-65-amazon-brand-stone-beam-traditional-opulence-rug-8-x-10-burgundy.glb,rug,軟裝,soft_furnishing,[],"[""紅色""]",,true
abo-anti-slip-rug-underlays-75-ravenna-home-esquire-rug-5-w-x-7-6-l-feathery-ogee-design,"Ravenna Home Esquire Rug, 5'W x 7'6""L, Feathery Ogee Design","防滑墊與地毯襯墊 - Ravenna Home Esquire Rug, 5'W x 7'6""L, Feathery Ogee Design",abo,abo_furniture,furniture,軟裝,地毯,rug,地毯,聚酯纖維,,229,152,1,possible_exact_product_duplicate,models/abo/furniture/abo-anti-slip-rug-underlays-75-ravenna-home-esquire-rug-5-w-x-7-6-l-feathery-ogee-design.glb,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-anti-slip-rug-underlays-75-ravenna-home-esquire-rug-5-w-x-7-6-l-feathery-ogee-design.glb,rug,軟裝,soft_furnishing,"[""聚酯纖維""]",[],,true
abo-anti-slip-rug-underlays-85-ravenna-home-esquire-rug-8-w-x-10-l-feathery-ogee-design,"Ravenna Home Esquire Rug, 8'W x 10'L, Feathery Ogee Design","防滑墊與地毯襯墊 - Ravenna Home Esquire Rug, 8'W x 10'L, Feathery Ogee Design",abo,abo_furniture,furniture,軟裝,地毯,rug,地毯,聚酯纖維,藍色、米色,305,244,1,possible_exact_product_duplicate,models/abo/furniture/abo-anti-slip-rug-underlays-85-ravenna-home-esquire-rug-8-w-x-10-l-feathery-ogee-design.glb,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-anti-slip-rug-underlays-85-ravenna-home-esquire-rug-8-w-x-10-l-feathery-ogee-design.glb,rug,軟裝,soft_furnishing,"[""聚酯纖維""]","[""藍色"",""米色""]",,true
abo-anti-slip-rug-underlays-91-ravenna-home-tangram-rug-5-w-x-7-6-l-tessellated-circle-design,"Ravenna Home Tangram Rug, 5'W x 7'6""L, Tessellated Circle Design","防滑墊與地毯襯墊 - Ravenna Home Tangram Rug, 5'W x 7'6""L, Tessellated Circle Design",abo,abo_furniture,furniture,軟裝,地毯,rug,地毯,聚酯纖維,灰色,229,152,1,possible_exact_product_duplicate,models/abo/furniture/abo-anti-slip-rug-underlays-91-ravenna-home-tangram-rug-5-w-x-7-6-l-tessellated-circle-design.glb,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-anti-slip-rug-underlays-91-ravenna-home-tangram-rug-5-w-x-7-6-l-tessellated-circle-design.glb,rug,軟裝,soft_furnishing,"[""聚酯纖維""]","[""灰色""]",,true
abo-armchairs-04-alcove-hayes-helena-set-of-2-solid-wood-armchairs-with-upholstered-seat-lacquered-beech,"Alcove - Hayes Helena - Set of 2 solid wood armchairs with upholstered seat, lacquered beech","扶手椅 - Alcove - Hayes Helena - Set of 2 solid wood armchairs with upholstered seat, lacquered beech",abo,abo_furniture,furniture,主座位,沙發,sofa,沙發,實木、櫸木、木材、布面,木色,46,47,103,possible_exact_product_duplicate,models/abo/furniture/abo-armchairs-04-alcove-hayes-helena-set-of-2-solid-wood-armchairs-with-upholstered-seat-lacquered-beech.glb,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-armchairs-04-alcove-hayes-helena-set-of-2-solid-wood-armchairs-with-upholstered-seat-lacquered-beech.glb,sofa,主座位,primary_seating,"[""實木"",""櫸木"",""木材"",""布面""]","[""木色""]",,true
abo-armchairs-07-amazon-brand-stone-beam-bergen-upholstered-dining-chair-with-wood-legs-set-of-2-20-w-mint-green,"Amazon Brand – Stone & Beam Bergen Upholstered Dining Chair with Wood Legs, Set of 2, 20""W, Mint Green","扶手椅 - Amazon Brand – Stone & Beam Bergen Upholstered Dining Chair with Wood Legs, Set of 2, 20""W, Mint Green",abo,abo_furniture,furniture,主座位,沙發,sofa,沙發,木材、布面、石材,綠色、木色,51,57,83,suspected_brand_to_material_error,models/abo/furniture/abo-armchairs-07-amazon-brand-stone-beam-bergen-upholstered-dining-chair-with-wood-legs-set-of-2-20-w-mint-green.glb,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-armchairs-07-amazon-brand-stone-beam-bergen-upholstered-dining-chair-with-wood-legs-set-of-2-20-w-mint-green.glb,sofa,主座位,primary_seating,"[""木材"",""布面""]","[""綠色"",""木色""]",,true
abo-armchairs-08-stone-beam-hughes-casual-wood-kitchen-dining-chair-set-of-2-beige,"Stone & Beam Hughes Casual Wood Kitchen Dining Chair, Set of 2, Beige","扶手椅 - Stone & Beam Hughes Casual Wood Kitchen Dining Chair, Set of 2, Beige",abo,abo_furniture,furniture,主座位,沙發,sofa,沙發,石材,米色,61,48,99,suspected_brand_to_material_error,models/abo/furniture/abo-armchairs-08-stone-beam-hughes-casual-wood-kitchen-dining-chair-set-of-2-beige.glb,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-armchairs-08-stone-beam-hughes-casual-wood-kitchen-dining-chair-set-of-2-beige.glb,sofa,主座位,primary_seating,[],"[""米色""]",,true
abo-armchairs-102-amazon-brand-stone-beam-cheyanne-modern-living-room-accent-arm-chair-30-7-w-blue,"Amazon Brand – Stone & Beam Cheyanne Modern Living Room Accent Arm Chair, 30.7""W, Blue","亞馬遜品牌 – Stone & Beam Cheyanne 現代客廳裝飾扶手椅，30.7英寸（約78釐米）寬, 灰石色, 藍色",abo,abo_furniture,furniture,主座位,沙發,sofa,沙發,石材,藍色,78,90,92,suspected_brand_to_material_error,models/abo/furniture/abo-armchairs-102-amazon-brand-stone-beam-cheyanne-modern-living-room-accent-arm-chair-30-7-w-blue.glb,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-armchairs-102-amazon-brand-stone-beam-cheyanne-modern-living-room-accent-arm-chair-30-7-w-blue.glb,sofa,主座位,primary_seating,[],"[""藍色""]",,true
abo-armchairs-105-amazon-brand-stone-beam-myrtle-upholstered-accent-chair-30-w-latte,"Amazon Brand – Stone & Beam Myrtle Upholstered Accent Chair, 30""W, Latte","扶手椅 - Amazon Brand – Stone & Beam Myrtle Upholstered Accent Chair, 30""W, Latte",abo,abo_furniture,furniture,主座位,沙發,sofa,沙發,布面、石材,米色,79,76,84,suspected_brand_to_material_error,models/abo/furniture/abo-armchairs-105-amazon-brand-stone-beam-myrtle-upholstered-accent-chair-30-w-latte.glb,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-armchairs-105-amazon-brand-stone-beam-myrtle-upholstered-accent-chair-30-w-latte.glb,sofa,主座位,primary_seating,"[""布面""]","[""米色""]",,true
abo-armchairs-111-amazon-brand-stone-beam-edmunds-traditional-recliner-30-w-dune,"Amazon Brand – Stone & Beam Edmunds Traditional Recliner, 30""W, Dune","Stone & Beam Edmunds 傳統躺椅，30 英寸寬, 灰石色, 沙丘",abo,abo_furniture,furniture,主座位,沙發,sofa,沙發,石材,灰色,84,112,99,suspected_brand_to_material_error,models/abo/furniture/abo-armchairs-111-amazon-brand-stone-beam-edmunds-traditional-recliner-30-w-dune.glb,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-armchairs-111-amazon-brand-stone-beam-edmunds-traditional-recliner-30-w-dune.glb,sofa,主座位,primary_seating,[],"[""灰色""]",,true
abo-armchairs-112-amazon-brand-stone-beam-genesse-living-room-accent-chair-37-w-fawn,"Amazon Brand – Stone & Beam Genesse Living Room Accent Chair, 37""W, Fawn","Amazon Brand – Stone & Beam Genesse 座椅系列, Fawn",abo,abo_furniture,furniture,主座位,沙發,sofa,沙發,石材,棕色,132,48,79,suspected_brand_to_material_error,models/abo/furniture/abo-armchairs-112-amazon-brand-stone-beam-genesse-living-room-accent-chair-37-w-fawn.glb,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-armchairs-112-amazon-brand-stone-beam-genesse-living-room-accent-chair-37-w-fawn.glb,sofa,主座位,primary_seating,[],"[""棕色""]",,true
abo-armchairs-115-amazon-brand-stone-beam-shorebrook-deep-upholstered-accent-chair-27-6-w-cream,"Amazon Brand – Stone & Beam Shorebrook Deep Upholstered Accent Chair, 27.6""W, Cream","扶手椅 - Amazon Brand – Stone & Beam Shorebrook Deep Upholstered Accent Chair, 27.6""W, Cream",abo,abo_furniture,furniture,主座位,沙發,sofa,沙發,布面、石材,米色,70,86,91,suspected_brand_to_material_error,models/abo/furniture/abo-armchairs-115-amazon-brand-stone-beam-shorebrook-deep-upholstered-accent-chair-27-6-w-cream.glb,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-armchairs-115-amazon-brand-stone-beam-shorebrook-deep-upholstered-accent-chair-27-6-w-cream.glb,sofa,主座位,primary_seating,"[""布面""]","[""米色""]",,true
abo-armchairs-116-amazon-brand-stone-beam-decatur-modern-tufted-wingback-living-room-accent-chair-32-37-w-gray,"Amazon Brand – Stone & Beam Decatur Modern Tufted Wingback Living Room Accent Chair, 32.37""W, Gray","Amazon Brand – Stone & Beam Decatur 現代簇絨翼背客廳裝飾椅,32.37 英寸寬,灰色",abo,abo_furniture,furniture,主座位,沙發,sofa,沙發,石材、絨布,灰色,82,91,92,suspected_brand_to_material_error,models/abo/furniture/abo-armchairs-116-amazon-brand-stone-beam-decatur-modern-tufted-wingback-living-room-accent-chair-32-37-w-gray.glb,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-armchairs-116-amazon-brand-stone-beam-decatur-modern-tufted-wingback-living-room-accent-chair-32-37-w-gray.glb,sofa,主座位,primary_seating,"[""絨布""]","[""灰色""]",,true
abo-armchairs-121-amazon-brand-stone-beam-andover-slipcover-chair-38-w-spa-colored-fabric,"Amazon Brand – Stone & Beam Andover Slipcover Chair, 38""W, Spa-Colored Fabric","Stone & Beam Andover 沙發套座椅系列, Spa",abo,abo_furniture,furniture,主座位,沙發,sofa,沙發,布料、石材,,104,79,104,suspected_brand_to_material_error,models/abo/furniture/abo-armchairs-121-amazon-brand-stone-beam-andover-slipcover-chair-38-w-spa-colored-fabric.glb,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-armchairs-121-amazon-brand-stone-beam-andover-slipcover-chair-38-w-spa-colored-fabric.glb,sofa,主座位,primary_seating,"[""布料""]",[],,true
abo-armchairs-123-stone-beam-abigail-living-room-accent-chair-40-w-haze,"Stone & Beam Abigail Living Room Accent Chair, 40""W, Haze","扶手椅 - Stone & Beam Abigail Living Room Accent Chair, 40""W, Haze",abo,abo_furniture,furniture,主座位,沙發,sofa,沙發,石材,紫色,104,102,89,suspected_brand_to_material_error,models/abo/furniture/abo-armchairs-123-stone-beam-abigail-living-room-accent-chair-40-w-haze.glb,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-armchairs-123-stone-beam-abigail-living-room-accent-chair-40-w-haze.glb,sofa,主座位,primary_seating,[],"[""紫色""]",,true
abo-armchairs-125-amazon-brand-stone-beam-conner-slipcover-accent-chair-37-w-beige,"Amazon Brand – Stone & Beam Conner Slipcover Accent Chair, 37""W, Beige","扶手椅 - Amazon Brand – Stone & Beam Conner Slipcover Accent Chair, 37""W, Beige",abo,abo_furniture,furniture,主座位,沙發,sofa,沙發,石材,米色,107,94,86,suspected_brand_to_material_error,models/abo/furniture/abo-armchairs-125-amazon-brand-stone-beam-conner-slipcover-accent-chair-37-w-beige.glb,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-armchairs-125-amazon-brand-stone-beam-conner-slipcover-accent-chair-37-w-beige.glb,sofa,主座位,primary_seating,[],"[""米色""]",,true
abo-armchairs-130-amazon-brand-stone-beam-bradbury-chesterfield-tufted-leather-accent-arm-chair-50-chestnut-brown,"Amazon Brand – Stone & Beam Bradbury Chesterfield Tufted Leather Accent Arm Chair, 50"" Chestnut Brown","Amazon Brand - Stone & Beam Bradbury Chesterfield 簇絨皮革扶手椅,127 釐米慄棕色",abo,abo_furniture,furniture,主座位,沙發,sofa,沙發,石材,棕色,86,86,86,suspected_brand_to_material_error,models/abo/furniture/abo-armchairs-130-amazon-brand-stone-beam-bradbury-chesterfield-tufted-leather-accent-arm-chair-50-chestnut-brown.glb,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-armchairs-130-amazon-brand-stone-beam-bradbury-chesterfield-tufted-leather-accent-arm-chair-50-chestnut-brown.glb,sofa,主座位,primary_seating,[],"[""棕色""]",,true
abo-armchairs-146-amazon-brand-stone-beam-bergen-upholstered-dining-chair-with-wood-legs-set-of-2-20-w-beige,"Amazon Brand – Stone & Beam Bergen Upholstered Dining Chair with Wood Legs, Set of 2, 20""W, Beige","扶手椅 - Amazon Brand – Stone & Beam Bergen Upholstered Dining Chair with Wood Legs, Set of 2, 20""W, Beige",abo,abo_furniture,furniture,主座位,沙發,sofa,沙發,木材、布面、石材,米色,51,57,83,suspected_brand_to_material_error,models/abo/furniture/abo-armchairs-146-amazon-brand-stone-beam-bergen-upholstered-dining-chair-with-wood-legs-set-of-2-20-w-beige.glb,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-armchairs-146-amazon-brand-stone-beam-bergen-upholstered-dining-chair-with-wood-legs-set-of-2-20-w-beige.glb,sofa,主座位,primary_seating,"[""木材"",""布面""]","[""米色""]",,true
abo-armchairs-148-amazon-brand-stone-beam-troy-upholstered-accent-chair-33-w-ash-gray,"Amazon Brand – Stone & Beam Troy Upholstered Accent Chair, 33""W, Ash Gray","扶手椅 - Amazon Brand – Stone & Beam Troy Upholstered Accent Chair, 33""W, Ash Gray",abo,abo_furniture,furniture,主座位,沙發,sofa,沙發,布面、石材,灰色、梣木色,91,84,86,suspected_brand_to_material_error,models/abo/furniture/abo-armchairs-148-amazon-brand-stone-beam-troy-upholstered-accent-chair-33-w-ash-gray.glb,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-armchairs-148-amazon-brand-stone-beam-troy-upholstered-accent-chair-33-w-ash-gray.glb,sofa,主座位,primary_seating,"[""布面""]","[""灰色"",""梣木色""]",,true
abo-armchairs-15-amazon-brand-stone-beam-bergen-upholstered-dining-chair-with-wood-legs-set-of-2-20-w-gray,"Amazon Brand – Stone & Beam Bergen Upholstered Dining Chair with Wood Legs, Set of 2, 20""W, Gray","扶手椅 - Amazon Brand – Stone & Beam Bergen Upholstered Dining Chair with Wood Legs, Set of 2, 20""W, Gray",abo,abo_furniture,furniture,主座位,沙發,sofa,沙發,木材、布面、石材,灰色、木色,51,57,83,suspected_brand_to_material_error,models/abo/furniture/abo-armchairs-15-amazon-brand-stone-beam-bergen-upholstered-dining-chair-with-wood-legs-set-of-2-20-w-gray.glb,https://ddgsm1yg3xikc.cloudfront.net/models/abo/furniture/abo-armchairs-15-amazon-brand-stone-beam-bergen-upholstered-dining-chair-with-wood-legs-set-of-2-20-w-gray.glb,sofa,主座位,primary_seating,"[""木材"",""布面""]","[""灰色"",""木色""]",,true
